file,decile,mean_energy,fragile_fraction,mean_abs_diff,d_rs_per_bit,d_spa_per_bit,flips,domain
instrument7.wav,8,2624.2526764479708,0.009569858598033979,174.87009008268615,1.715000000000001e-08,5.669999999999997e-09,20000,instrumental
instrument7.wav,9,5133.306683920902,0.006642046206729694,393.84678100420433,-1.4249999999999994e-08,1.5459999999999963e-09,20000,instrumental
instrument8.wav,0,1.665382261303516,0.9857191767793967,0.1512610796211055,2.3870500000000003e-06,1.3070385e-06,20000,instrumental
instrument8.wav,1,452.8410396383056,0.1691527900392706,47.643116989862705,2.94e-07,1.0190350000000002e-07,20000,instrumental
instrument8.wav,2,1727.7326062923612,0.005889568682428056,194.87900098286462,4.93e-08,3.1307000000000004e-08,20000,instrumental
instrument8.wav,3,2152.249484422758,0.0050139063512020425,220.18218463062445,6.7000000000000004e-09,-5.114999999999997e-09,20000,instrumental
instrument8.wav,4,2483.553315448481,0.0044883371815680985,240.0955962477806,-3.344999999999999e-08,-2.24125e-08,20000,instrumental
instrument8.wav,5,2820.803629108001,0.00464095471068334,252.5830456551062,-1.8000000000000004e-09,-1.2273999999999998e-08,20000,instrumental
instrument8.wav,6,3199.0500964870675,0.0039930198355546415,269.8884926350121,-8.200000000000004e-09,-1.9430999999999997e-08,20000,instrumental
instrument8.wav,7,3682.685985309488,0.0038713610730071635,286.24617436366407,3.195000000000001e-08,4.12955e-08,20000,instrumental
instrument8.wav,8,4469.2390377047595,0.0032080101193288323,322.05215111937457,-8.200000000000004e-09,-2.1304999999999998e-08,20000,instrumental
instrument8.wav,9,6629.01807527065,0.0022771930359019666,440.56881083304137,-2.8899999999999997e-08,-5.114999999999981e-10,20000,instrumental
instrument9.wav,0,9.993971018912495,0.7717842323651453,2.052054438611372,1.7254000000000002e-06,8.450125000000001e-07,20000,instrumental
instrument9.wav,1,1658.9763737956198,0.01934408939094015,445.940431516115,-4.5549999999999974e-08,-4.052999999999999e-09,20000,instrumental
instrument9.wav,2,3410.7558576076635,0.00507031913185124,467.09983098936226,-5.044999999999997e-08,-9.428499999999994e-09,20000,instrumental
instrument9.wav,3,4459.6273321956405,0.004231031132125997,539.9180572451626,-1.7149999999999978e-08,-3.970499999999991e-09,20000,instrumental
